source,code,name,lang,lang_bn,grup,enerc_kcal,water,protcnt,fatce,cho,fibtg,ash,ca,fe,mg,p,k,na,zn,cu,vita,retol,cartbeq,vitd,vite,thia,ribf,nia,vitb6c,folsum,vitc
BD_original,E003,Apple small,Sev,ছোট আপেল,Fruits,63.8,82.91,0.31,0.53,9.8,2.06,0.24,0.00539,0.00025,0.00548,0.00839,0.1,0.00145,5.00E-05,6.00E-05,2.08E-06,0,,1.86E-06,7.00E-05,1.00E-05,1.00E-05,9.00E-05,3.00E-05,3.52E-06,0.004
BD_original,E005,Apricot dried,Suska khubani,শুকনো খুবানি,Fruits,315.7,16.68,3.17,0.74,70.1,3.32,3.46,0.02857,0.0025,0.01404,0.07202,0.285,0.00394,0.00041,0.00043,0.001806,0,,3.98E-06,0.00011,4.00E-05,4.00E-05,0.00166,0.0001,1.05E-05,0.00042
BD_original,E007,Avocado fruit,Kulunashpati,নাশপাতি,Fruits,144.4,73.56,2.95,13.86,1.75,6.69,1.19,0.02848,0.00081,0.04814,0.06314,0.377,0.00281,0.00075,0.00039,1.20E-05,0,,2.10E-06,2.00E-05,7.00E-05,8.00E-05,0.0009,0.00018,6.72E-05,0.00936
BD_original,E008,Bael fruit,Bel,বেল,Fruits,136,61.36,2.63,0.57,23.55,6.31,0.91,0.04795,0.00023,0.0341,0.03729,0.409,0.00156,0.00014,0.00015,2.50E-06,0,,1.60E-06,0.0006,3.00E-05,4.00E-05,0.00025,3.00E-05,5.52E-05,0.0075
BD_original,E009,Banana ripe montham,Kola(paka),আঁটিয়া বা বিচি কলা,Fruits,110.7,70.13,1.25,0.32,18.22,2.21,1.15,0.00677,0.0004,0.03022,0.02085,0.362,0.00125,0.00015,0.00012,5.66E-05,0,,2.00E-07,9.00E-05,1.00E-05,4.00E-05,0.00048,0.00051,1.79E-05,0.00806
BD_original,E010,Banana ripe poovam,Kola (paka),চাপা কলা,Fruits,106.4,71.32,1.49,0.35,17.26,2.33,1.09,0.00873,0.00035,0.04379,0.03363,0.335,0.001,0.00017,0.0001,5.90E-05,0,,2.40E-07,8.00E-05,1.00E-05,3.00E-05,0.00043,0.0005,2.00E-05,0.00674
BD_original,E011,Banana ripe red,Kola (paka),লাল কলা,Fruits,111.6,70.28,1.29,0.29,18.53,1.98,0.95,0.00956,0.00024,0.03144,0.02327,0.313,0.00111,9.00E-05,6.00E-05,5.36E-05,0,,2.10E-07,9.00E-05,1.00E-05,2.00E-05,0.00046,0.00045,1.89E-05,0.00674
BD_original,E012,Banana ripe robusta,Kola (paka),অমৃতসাগর কলা,Fruits,105.2,71.93,1.23,0.33,18.94,1.94,0.94,0.00507,0.00028,0.03498,0.02432,0.306,0.00085,0.00014,0.00013,6.04E-05,0,,2.20E-07,9.00E-05,1.00E-05,3.00E-05,0.00047,0.00044,1.68E-05,0.00476
BD_original,E013,Black berry,Kalojam,ব্ল্যাকবেরি বা কালোজম,Fruits,54.3,82.94,0.92,0.63,7.61,4.35,0.52,0.02381,0.00063,0.0309,0.02008,0.205,0.00121,0.00011,5.00E-05,5.23E-05,0,,1.47E-05,0.00052,1.00E-05,2.00E-05,0.0004,5.00E-05,2.30E-05,0.01945
BD_original,E014,Cherries red,"Cherries, red",লাল চেরি ফল,Fruits,59.8,83.61,1.49,0.46,10.72,2.12,0.45,0.02388,0.00036,0.01437,0.02531,0.165,0.00164,0.00012,7.00E-05,4.08E-05,0,,4.30E-06,6.00E-05,7.00E-05,2.00E-05,0.00019,4.00E-05,4.92E-06,0.00882
BD_original,E015,Currants black,"Currants, black",করমচা,Fruits,54.3,83.27,1.51,0.53,8.89,4.07,0.69,0.04032,0.00136,0.01666,0.0788,0.283,0.00145,0.00021,8.00E-05,6.25E-05,0,,3.01E-06,0.00045,3.00E-05,3.00E-05,0.00035,9.00E-05,8.48E-06,0.182
BD_original,E016,Custard apple,Ata,আতা ফল,Fruits,98.9,71.55,1.62,0.67,13.69,5.1,0.68,0.0282,0.00042,0.03847,0.04081,0.278,0.00311,0.00022,0.00019,0,0,,1.80E-07,0.00019,0.00013,9.00E-05,0.00069,7.00E-05,7.60E-06,0.02151
BD_original,E017,Dates dry pale brown,Kharjura,শুকনা খেজুর,Fruits,320.3,11.14,2.45,0.35,67.5,8.95,2.2,0.0712,0.0032,0.07379,0.07302,0.804,0.00327,0.0007,0.00036,0.0027,0,,2.60E-06,3.00E-05,3.00E-05,3.00E-05,0.00147,0.00014,1.87E-05,0.00442
BD_original,E018,Dates dry dark brown,Kharjura,মরিয়ম খেজুর,Fruits,310.9,13.13,2.38,0.35,69.83,9.1,2.39,0.06613,0.00479,0.07523,0.07026,0.782,0.00309,0.00058,0.00044,0.002705,0,,6.80E-07,3.00E-05,2.00E-05,3.00E-05,0.00109,0.000153,1.28E-05,0.00384
BD_original,E019,Dates processed,Kharjura,খেজুর,Fruits,286.1,22.01,1.18,0.41,58.74,6.52,1.93,0.01573,0.00089,0.01434,0.03388,0.289,0.0016,0.00042,0.00033,0.002781,0,,8.30E-07,3.00E-05,5.00E-05,2.00E-05,0.00051,6.00E-05,2.45E-05,0.01551
BD_original,E021,Goosberry,Goosberry,আমলকি,Fruits,23.7,87.02,0.34,0.16,3.95,7.75,0.34,0.02014,0.00125,0.0065,0.02185,0.223,0.00137,5.00E-05,0.00012,1.58E-06,0,,2.70E-07,0.00012,1.00E-05,3.00E-05,0.00012,0.00027,7.86E-06,0.252
BD_original,E022,Grapes seeded round black,Angoor,কালো আঙুর,Fruits,60.7,83.88,0.76,0.32,10.02,1.35,0.46,0.01057,0.00022,0.00747,0.02104,0.171,0.00193,5.00E-05,6.00E-05,2.94E-05,0,,6.19E-06,5.00E-05,3.00E-05,3.00E-05,0.00014,0.00011,8.69E-06,0.0183
BD_original,E023,Grapes seeded round green,Angoor,আঙুর,Fruits,56.2,85.07,0.77,0.29,9.59,1.25,0.43,0.01116,0.00024,0.00687,0.0195,0.166,0.00189,5.00E-05,7.00E-05,3.08E-05,0,,3.59E-06,7.00E-05,3.00E-05,2.00E-05,0.00013,9.00E-05,8.35E-06,0.0171
BD_original,E024,Grapes seeded round red,Angoor,লাল আঙুর,Fruits,58.3,84.46,0.95,0.29,10.47,1.28,0.48,0.01127,0.00033,0.00706,0.02791,0.188,0.00159,7.00E-05,5.00E-05,1.99E-05,0,,6.87E-06,7.00E-05,4.00E-05,3.00E-05,0.0001,0.0001,7.49E-06,0.02059
BD_original,E026,Grapes seedless round green,Angoor,সবুজ আঙুর (বীজহীন),Fruits,53.5,85.55,0.62,0.26,9.6,1.28,0.47,0.01422,0.00024,0.00843,0.02027,0.168,0.00181,5.00E-05,0.00023,2.55E-05,0,,3.54E-06,8.00E-05,4.00E-05,3.00E-05,0.00012,8.00E-05,8.31E-06,0.01647
BD_original,E027,Grapes seedless round black,"Grapes, seedless, round, black",কালো আঙুর,Fruits,89.4,76.9,1.24,0.35,10.88,1.15,0.49,0.01875,0.00039,0.0108,0.02668,0.235,0.00192,9.00E-05,5.00E-05,2.06E-05,0,,6.23E-06,6.00E-05,3.00E-05,3.00E-05,0.00013,8.00E-05,8.89E-06,0.02279
BD_original,E028,Guava white flesh,Peyara,পেয়ারা,Fruits,32.3,83.79,1.44,0.32,4.74,8.59,0.72,0.01852,0.00032,0.01526,0.02354,0.283,0.00287,0.00023,0.00016,0.000298,0,,1.68E-06,9.00E-05,5.00E-05,4.00E-05,0.0006,0.00011,2.98E-05,0.214
BD_original,E029,Guava pink flesh,Peyara,লাল পেয়ারা,Fruits,46.6,81.22,1.19,0.25,8.49,7.39,0.81,0.01422,0.0004,0.01326,0.02993,0.27,0.00189,0.00021,0.00017,0.000267,0,,9.30E-07,0.00011,3.00E-05,3.00E-05,0.00059,0.00016,3.22E-05,0.222
BD_original,E030,Jack fruit ripe,Kanthal,পাকা কাঁঠাল,Fruits,72.2,78.56,2.74,0.15,12.71,3.62,0.91,0.03503,0.00036,0.03184,0.02302,0.279,0.00162,0.00017,0.00019,2.35E-05,0,,7.49E-06,7.00E-05,5.00E-05,1.00E-05,0.00042,0.00022,3.22E-05,0.00673
BD_original,E031,Jambu frui ripe,Jaamrool,কালোজাম,Fruits,56.2,83.33,0.82,0.17,8.32,3.07,0.31,0.02536,0.00033,0.02797,0.0096,0.103,0.00264,6.00E-05,2.00E-05,1.55E-06,0,,8.20E-07,4.00E-05,2.00E-05,2.00E-05,0.00014,3.00E-05,7.63E-06,0.01647
BD_original,E032,Karonda fruit,Koromcha,করমচা,Fruits,33.7,86.04,1.15,1.67,2.55,7.25,1.02,0.01081,0.00087,0.02445,0.03262,0.351,0.00255,0.00025,0.00071,1.56E-05,0,,1.43E-06,4.00E-05,1.00E-05,2.00E-05,0.00025,8.00E-05,8.72E-06,0.135
BD_original,E033,Lemon juice,Pati Lebu,লেবুর রস,Fruits,36.6,91.59,0.41,0.75,2.59,0,0.28,0.02268,0.00012,0.0089,0.00986,0.113,0.00121,8.00E-05,3.00E-05,2.62E-06,0,,3.90E-07,6.00E-05,4.00E-05,1.00E-05,0.0001,3.00E-05,1.24E-05,0.04816
BD_original,E035,Litchi,Lichu,লিচু,Fruits,53.8,85.56,0.99,0.26,9.3,1.34,0.44,0.00577,0.00079,0.01458,0.02332,0.161,0.00054,0.00024,0.00011,1.47E-06,0,,3.30E-07,6.00E-05,2.00E-05,6.00E-05,0.00023,7.00E-05,1.57E-05,0.03382
BD_original,E037,Mango ripe gulabkhas,Aam (paka),গোলাপ খাস আম (পাকা),Fruits,50,86.65,0.52,0.53,8.13,1.67,0.32,0.01933,0.00038,0.01153,0.01066,0.115,0.00139,6.00E-05,7.00E-05,0.00067058,0,,3.91E-06,0.0002,3.00E-05,4.00E-05,0.00023,0.00013,8.44E-05,0.02765
BD_original,E038,Mango ripe himsagar,Aam (paka),হিমসাগর আম (পাকা),Fruits,44.7,88.04,0.46,0.54,8.06,1.55,0.38,0.01554,0.00029,0.01207,0.01225,0.137,0.00131,0.00012,8.00E-05,0.0011866,0,,3.73E-06,0.00031,3.00E-05,3.00E-05,0.00027,0.0001,9.10E-05,0.04909
BD_original,E039,Mango ripe kesar,Aam (paka),পাকা আমের কেশরী,Fruits,55.2,85.07,0.54,0.57,9,2.02,0.44,0.01574,0.00043,0.01253,0.01236,0.143,0.00143,0.0001,7.00E-05,0.00127096,0,,3.68E-06,0.00026,3.00E-05,4.00E-05,0.00026,0.0001,9.04E-05,0.02908
BD_original,E040,Mango ripe neelam,Aam (paka),নিলাম আম (পাকা),Fruits,42.5,88.41,0.68,0.55,7.94,1.77,0.38,0.01136,0.00036,0.0101,0.01163,0.137,0.0012,7.00E-05,8.00E-05,0.00129351,0,,3.72E-06,0.00029,3.00E-05,4.00E-05,0.00023,0.00012,6.87E-05,0.02993
BD_original,E041,Mango ripe paheri,Aam (paka),পাহাড়ি আম (পাকা),Fruits,44.9,87.69,0.68,0.58,8.48,1.97,0.42,0.01511,0.00051,0.01428,0.01518,0.153,0.00163,0.0002,0.00011,0.00106349,0,,3.62E-06,0.00037,3.00E-05,4.00E-05,0.00028,0.00023,6.53E-05,0.03075
BD_original,E044,Manila tamarind,Jilapi,জিলিপি ফল (খই বাবলা),Fruits,81.7,74.54,3.56,1.14,12.63,4.4,2.82,0.00851,0.00071,0.03298,0.07353,0.376,0.00135,0.00056,0.00022,2.20E-06,0,,0,0.00038,0.00018,0.00014,0.0004,4.00E-05,4.24E-06,0.05578
BD_original,E045,Musk melon,Kharamuja,বাঙ্গি বা খরমুজ,Fruits,23.2,92.97,0.42,0.35,2.99,1.51,0.52,0.0098,0.00018,0.01162,0.01728,0.206,0.01494,9.00E-05,3.00E-05,0.000771,0,,4.41E-06,1.00E-05,1.00E-05,1.00E-05,0.00041,5.00E-05,2.23E-05,0.02276
BD_original,E048,Palm fruit tender,"Palm fruit, tender",তালের শাঁস,Fruits,24.1,91.93,0.5,0.12,1.03,2.4,0.13,0,0,0,0,0.158,0.00125,5.00E-05,0,0,0,,0,2.00E-05,1.00E-05,0.00046,0,7.00E-05,2.44E-05,0.00025
BD_original,E049,Papaya ripe,Pepe (paka),পাকা পেঁপে,Fruits,23.9,91.47,0.42,0.16,4.09,2.83,0.51,0.01502,0.00023,0.01097,0.01773,0.173,0.00668,8.00E-05,4.00E-05,0.001342,0,,1.15E-05,4.00E-05,3.00E-05,0.00011,0.00033,4.00E-05,6.09E-05,0.04309
BD_original,E050,Peach,Nashpati,নাশপাতি,Fruits,40.2,88.31,0.86,0.37,6.95,2.13,0.51,0.00698,0.00035,0.00806,0.01908,0.281,0.00115,0.0001,8.00E-05,0,0,,2.41E-06,2.00E-05,2.00E-05,2.00E-05,0.00029,0.0001,6.34E-06,0.00549
BD_original,E051,Pear,Nashpati,নাশপাতি,Fruits,37.5,86.49,0.36,0.27,7.39,4.48,0.32,0.00655,0.00028,0.00761,0.00674,0.106,0.00164,7.00E-05,8.00E-05,1.46E-05,0,,1.48E-06,0.0003,2.00E-05,2.00E-05,0.00013,9.00E-05,5.28E-06,0.00331
BD_original,E052,Phalsa,Falsa,ফলসা,Fruits,71.5,77.48,1.66,0.14,13.75,4.54,1.09,0.153,0.00201,0.07692,0.02365,0.362,0.00199,0.00048,0.00024,7.39E-06,0,,1.34E-06,0.00093,3.00E-05,6.00E-05,0.0004,3.00E-05,2.26E-05,0.00511
BD_original,E053,Pineapple,Anarasa,আনারস,Fruits,43,86.06,0.52,0.16,8.56,3.46,0.38,0.01088,0.00028,0.01268,0.01356,0.143,0.00143,0.0001,7.00E-05,3.12E-05,0,,2.10E-07,0.00045,5.00E-05,3.00E-05,0.00012,0.00013,1.82E-05,0.03637
BD_original,E054,Plum,Alubokhara,বরই,Fruits,56.9,84.44,0.64,0.4,10.13,2.07,0.35,0.00761,0.00025,0.00779,0.01383,0.162,0.00155,0.0001,0.00041,1.32E-06,0,,3.32E-06,0.0005,2.00E-05,2.00E-05,0.00044,5.00E-05,1.43E-05,0.00226
BD_original,E055,Pomegranate maroon seeds,Bedana,বেদানার দানা,Fruits,54.7,83.55,1.33,0.15,10.87,2.83,0.57,0.01065,0.00031,0.01107,0.0272,0.206,0.00213,0.00018,0.00013,2.05E-06,0,,0.000109,3.00E-05,6.00E-05,1.00E-05,0.0002,0.00029,3.86E-05,0.01269
BD_original,E056,Pummelo,Batabilembu,বাতাবি লেবু বা জাম্বুরা,Fruits,50.2,86.97,0.68,0.42,4.85,0.8,0.49,0.01403,6.00E-05,0.00683,0.01399,0.189,0.00106,6.00E-05,3.00E-05,1.20E-05,0,,9.80E-07,0.0005,6.00E-05,2.00E-05,0.00023,4.00E-05,1.34E-05,0.04889
BD_original,E057,Raisins dried black,kishmish,কালো কিসমিস,Fruits,305.7,19.69,2.57,0.34,62.8,3.92,2.19,0.07324,0.00681,0.03376,0.07762,1.105,0.01099,0.00022,0.00047,3.71E-06,0,,1.76E-06,2.00E-05,9.00E-05,4.00E-05,0.00048,0.00017,3.83E-05,0.00205
BD_original,E058,Raisins dried golden,Kishmish,কিসমিস,Fruits,296.6,21.5,2.76,0.35,58.17,4.56,2.04,0.05183,0.00426,0.02832,0.0933,0.913,0.01016,0.00025,0.00039,2.53E-06,0,,1.19E-05,2.00E-05,9.00E-05,4.00E-05,0.00064,0.00017,3.47E-05,0.00185
BD_original,E059,Rambutan,Rambutan,বিদেশি লিচু বা রামবুটান,Fruits,73.1,80.87,0.68,0.16,15.8,1.02,0.43,0.00867,0.00037,0.02138,0.00698,0.131,0.00175,0.00053,8.00E-05,2.90E-06,0,,2.40E-06,8.00E-05,0.00011,1.00E-05,0.00026,4.00E-05,7.35E-06,0.065
BD_original,E060,Sapota,Sapota,সফেদা বা সবেদা,Fruits,73.4,73.64,0.92,1.26,12.3,9.6,0.68,0.01787,0.00049,0.01619,0.02226,0.28,0.00461,0.00018,7.00E-05,8.07E-05,0,,6.50E-07,0.00025,1.00E-05,3.00E-05,0.00024,0.00012,1.08E-05,0.02096
BD_original,E061,Soursop,Soursop,হানিফল,Fruits,62.1,80.85,0.74,0.94,9.95,4.95,0.58,0.01005,0.00029,0.0177,0.02583,0.264,0.00678,0.00012,0.00014,2.20E-06,0,,3.24E-06,6.00E-05,3.00E-05,4.00E-05,0.00085,3.00E-05,6.09E-06,0.05954
BD_original,E062,Star fruit,Star fruit,কামরাঙা,Fruits,26.3,91.18,0.79,0.39,3.95,2.81,0.33,0.00497,0.00045,0.01153,0.01167,0.159,0.00156,0.00024,7.00E-05,1.40E-06,0,,9.60E-07,0.0004,8.00E-05,2.00E-05,0.00034,6.00E-05,8.43E-06,0.03355
BD_original,E063,Strawberry,Strawberry,স্ট্রবেরি,Fruits,24.6,92.03,0.97,0.56,3.66,2.5,0.54,0.01528,0.00036,0.01553,0.02631,0.14,0.00119,0.00014,7.00E-05,2.19E-06,0,,3.95E-06,0.00026,6.00E-05,1.00E-05,0.00048,9.00E-05,8.91E-06,0.0502
BD_original,E064,Tamarind pulp,Tetul,তেঁতুল,Fruits,288.5,20.83,2.92,0.15,52.88,5.31,3.44,0.149,0.00916,0.08273,0.113,0.836,0.02492,0.00058,0.0005,1.54E-06,0,,2.57E-05,0.0001,0.00034,7.00E-05,0.00156,8.00E-05,9.79E-06,0.00362
BD_original,E065,Watermelon dark green (sugar baby),Tarmuj,কালো তরমুজ,Fruits,20.3,94.54,0.6,0.16,3.66,0.7,0.13,0.00529,0.00022,0.00991,0.01133,0.124,0.00189,0.0001,4.00E-05,0.000605,0,,5.60E-07,4.00E-05,2.00E-05,2.00E-05,0.00028,0.0001,5.88E-06,0.01326
BD_original,E066,Watermelon pale green,Tarmuj,তরমুজ,Fruits,16.7,95.33,0.59,0.16,3,0.78,0.12,0.00435,0.00016,0.00742,0.00809,0.126,0.00162,7.00E-05,3.00E-05,0.000576,0,,5.60E-07,5.00E-05,2.00E-05,2.00E-05,0.0003,7.00E-05,5.55E-06,0.01145
BD_original,E067,Wood apple,Koyeth Bael,কয়েতবেল বা কৎবেল,Fruits,78.2,79.36,3.14,3.62,6.6,5.21,1.15,0.05571,0.00045,0.0237,0.08432,0.347,0.00148,0.00031,0.0002,3.81E-06,0,,2.87E-05,7.00E-05,4.00E-05,1.00E-05,0.00055,0.00017,6.51E-06,0.02217
BD_original,E068,Zizyphus,Kula,কুল বরই,Fruits,48.8,84.39,1.34,0.35,8.29,3.73,0.8,0.04655,0.0004,0.01672,0.03238,0.237,0.00152,0.0001,0.00012,1.50E-06,0,,1.67E-05,2.00E-05,1.00E-05,2.00E-05,0.00033,0.00011,5.99E-06,0.06093
BD_original,F001,Beetroot,Beet,বিটরুট,Roots and Tubers,35.6,86.95,1.95,0.14,6.04,3.31,1.46,0.01728,0.00076,0.03321,0.03633,0.306,0.06944,0.0003,0.00012,1.01E-05,0,,1.80E-07,9.00E-05,1.00E-05,1.00E-05,0.00021,7.00E-05,9.74E-05,0.00526
BD_original,F002,Carrot orange,Gajar,কমলা গাজর,Roots and Tubers,33.2,87.69,0.95,0.47,4.48,4.18,1.16,0.03509,0.0006,0.01673,0.04306,0.273,0.05233,0.00025,8.00E-05,0.008077,0,,1.36E-06,0.00021,4.00E-05,3.00E-05,0.00022,0.00011,2.40E-05,0.00622
BD_original,F003,Carrot red,Gajar,লাল গাজর,Roots and Tubers,38.2,86.07,1.04,0.47,5.35,4.49,1.22,0.04106,0.00071,0.01883,0.02581,0.267,0.06069,0.00034,0.0001,0.003834,0,,1.39E-06,0.00022,4.00E-05,3.00E-05,0.00025,7.00E-05,2.37E-05,0.00676
BD_original,F004,Colocasia,Kochu,কচু,Roots and Tubers,88.9,73.49,3.31,0.17,14.78,3.22,1.95,0.03018,0.00066,0.03693,0.08116,0.514,0.00454,0.00041,0.0003,6.50E-06,0,,2.70E-07,0.00033,6.00E-05,3.00E-05,0.00051,0.00017,1.99E-05,0.00183
BD_original,F005,Lotus root,Lotus root,লোটাস মূল,Roots and Tubers,79.3,76.26,1.94,0.93,13.46,4.7,1.5,0.03771,0.00334,0.02658,0.0743,0.611,0.02063,0.00035,0.00022,0,0,,2.70E-07,0.00073,7.00E-05,5.00E-05,0.00043,0.00019,2.65E-05,0.02663
BD_original,F006,Potato brown skin big,Gal alu,গোল আলু,Roots and Tubers,69.8,80.72,1.54,0.23,11.79,1.71,0.92,0.00952,0.00057,0.02407,0.04342,0.541,0.00411,0.00028,9.00E-05,0,0,,1.90E-07,6.00E-05,6.00E-05,1.00E-05,0.00104,0.0001,1.55E-05,0.02315
BD_original,F007,Potato brown skin small,Gal alu,ছোট আলু,Roots and Tubers,60.9,82.97,1.35,0.22,10.73,1.69,0.87,0.00853,0.00053,0.02234,0.0379,0.474,0.00397,0.00038,0.00014,0,0,,2.20E-07,7.00E-05,5.00E-05,1.00E-05,0.00136,0.00012,1.39E-05,0.02641
BD_original,F008,Potato red skin,Gal alu,লাল কুপরী আলু,Roots and Tubers,73.1,79.72,1.83,0.22,13.46,1.68,1.13,0.00862,0.00066,0.02554,0.03039,0.501,0.00436,0.00034,0.00015,0,0,,2.00E-07,6.00E-05,6.00E-05,1.00E-05,0.00113,0.0001,1.78E-05,0.02504
BD_original,F009,Radish elongate red skin,Mula,লাল মূলা,Roots and Tubers,32,89.32,0.67,0.13,1.56,2.46,0.73,0.02844,0.00037,0.01334,0.02751,0.255,0.02473,0.00016,3.00E-05,1.62E-06,0,,4.00E-08,1.00E-05,3.00E-05,2.00E-05,0.00031,7.00E-05,2.47E-05,0.01763
BD_original,F010,Radish elongate white skin,Mula,লম্বা মুলো,Roots and Tubers,32.3,89.05,0.77,0.15,1.54,2.65,0.82,0.0302,0.00036,0.01607,0.0301,0.288,0.0282,0.00022,3.00E-05,0,0,,5.00E-08,1.00E-05,2.00E-05,2.00E-05,0.0003,7.00E-05,2.98E-05,0.01991
BD_original,F012,Radish round white skin,Mula,মুলো,Roots and Tubers,30.8,89.76,0.8,0.14,1.46,2.37,0.8,0.03423,0.00041,0.01546,0.02947,0.287,0.02414,0.00017,4.00E-05,0,0,,4.00E-08,1.00E-05,3.00E-05,2.00E-05,0.00024,7.00E-05,2.26E-05,0.014
BD_original,F013,Sweet potato brown skin,Ranga alu,বাদামী মিষ্টি আলু,Roots and Tubers,109,69.21,1.33,0.26,22.45,3.99,0.96,0.0275,0.00035,0.01737,0.04296,0.345,0.0296,0.00016,0.00017,0.005376,0,,1.26E-06,1.00E-05,7.00E-05,4.00E-05,0.00067,0.00012,1.56E-05,0.01794
BD_original,F014,Sweet potato pink skin,Ranga alu,লাল মিষ্টি আলু,Roots and Tubers,108,69.58,1.27,0.33,23.91,3.94,0.95,0.02893,0.00051,0.02105,0.0376,0.329,0.02904,0.00014,0.00015,1.11E-05,0,,1.64E-06,1.00E-05,6.00E-05,4.00E-05,0.00069,9.00E-05,1.44E-05,0.0222
BD_original,F015,Tapioca,Simla alu,সাগু দানা,Roots and Tubers,79.8,75.23,1.03,0.2,17.5,4.61,1.12,0.02589,0.00081,0.02308,0.04255,0.255,0.01086,0.00017,0.00019,0,0,,1.30E-07,0.00019,7.00E-05,2.00E-05,0.00045,9.00E-05,2.56E-05,0.01551
BD_original,F016,Water Chestnut,Pani phal,পানি ফল,Roots and Tubers,95.6,73.34,0.86,0.37,17.88,3.02,0.95,0.03715,0.00077,0.05743,0.06283,0.382,0.01308,0.00067,0.00019,0,0,,1.20E-06,9.00E-05,2.00E-05,2.00E-05,0.00074,0.00013,9.80E-06,0.00526
BD_original,F017,Yam elephant,Ol,ওল কচু,Roots and Tubers,84.4,74.39,2.56,0.14,15.94,4.17,1.29,0.04691,0.00122,0.03351,0.04306,0.501,0.01433,0.00026,0.00017,0.00020832,0,,1.30E-06,0.00034,4.00E-05,5.00E-05,0.00061,0.00022,2.05E-05,0.01522
BD_original,F018,Yam ordinary,Gherkochoo,মেটে আলু,Roots and Tubers,83.4,74.28,2.18,0.17,16.09,4.08,1.64,0.01619,0.00077,0.0304,0.04946,0.463,0.01528,0.00033,0.00023,0.000158,0,,2.30E-07,0.00039,4.00E-05,2.00E-05,0.00056,0.00017,1.57E-05,0.01388
BD_original,F019,Yam wild,Ranga alu,বন আলু,Roots and Tubers,102.8,69.35,3.07,0.3,16.89,4.57,1.76,0.04413,0.00104,0.03175,0.05594,0.654,0.0128,0.00031,0.00021,0.00023895,0,,1.18E-06,0.00053,0.000121,1.50E-05,0.0007,0.0002,2.10E-05,0.01406
